('http://www.cs.jhu.edu/people', 'EMAIL', 'contactus@cs.jhu.edu')
('http://www.cs.jhu.edu/people', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'PHONE', '410-516-6281')
('https://www.cs.jhu.edu/it-support/', 'PHONE', '410-516-6259')
('https://www.cs.jhu.edu/it-support/', 'PHONE', '410-516-5249')
('https://www.cs.jhu.edu/it-support/', 'PHONE', '410-516-4898')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'steve410@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'steve410@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'steve@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'steve@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'pip@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'pip@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'cvenghaus@jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'cvenghaus@jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'support@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu/it-support/', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu/search/', 'EMAIL', 'contactus@cs.jhu.edu')
('https://www.cs.jhu.edu/search/', 'EMAIL', 'contactus@cs.jhu.edu')
